2025-02-13 17:09:54,666 [trainer.py] => config: ./exps/podnet.json
2025-02-13 17:09:54,667 [trainer.py] => prefix: reproduce
2025-02-13 17:09:54,667 [trainer.py] => dataset: cifar100
2025-02-13 17:09:54,668 [trainer.py] => memory_size: 2000
2025-02-13 17:09:54,668 [trainer.py] => memory_per_class: 20
2025-02-13 17:09:54,668 [trainer.py] => fixed_memory: True
2025-02-13 17:09:54,668 [trainer.py] => shuffle: True
2025-02-13 17:09:54,668 [trainer.py] => init_cls: 50
2025-02-13 17:09:54,668 [trainer.py] => increment: 2
2025-02-13 17:09:54,668 [trainer.py] => model_name: podnet
2025-02-13 17:09:54,668 [trainer.py] => convnet_type: cosine_resnet32
2025-02-13 17:09:54,668 [trainer.py] => device: [device(type='cuda', index=0)]
2025-02-13 17:09:54,669 [trainer.py] => seed: 1993
2025-02-13 17:09:56,564 [data_manager.py] => [68, 56, 78, 8, 23, 84, 90, 65, 74, 76, 40, 89, 3, 92, 55, 9, 26, 80, 43, 38, 58, 70, 77, 1, 85, 19, 17, 50, 28, 53, 13, 81, 45, 82, 6, 59, 83, 16, 15, 44, 91, 41, 72, 60, 79, 52, 20, 10, 31, 54, 37, 95, 14, 71, 96, 98, 97, 2, 64, 66, 42, 22, 35, 86, 24, 34, 87, 21, 99, 0, 88, 27, 18, 94, 11, 12, 47, 25, 30, 46, 62, 69, 36, 61, 7, 63, 75, 5, 32, 4, 51, 48, 73, 93, 39, 67, 29, 49, 57, 33]
2025-02-13 17:09:59,484 [trainer.py] => All params: 466256
2025-02-13 17:09:59,484 [trainer.py] => Trainable params: 466256
2025-02-13 17:09:59,485 [podnet.py] => Learning on 0-50
2025-02-13 17:09:59,539 [podnet.py] => Adaptive factor: 0
2025-02-13 17:10:07,267 [podnet.py] => Task 0, Epoch 1/160 (LR 0.09999) => LSC_loss 3.78, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 5.80, Test_acc 5.94
2025-02-13 17:10:12,466 [podnet.py] => Task 0, Epoch 2/160 (LR 0.09996) => LSC_loss 3.26, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 14.38, Test_acc 16.40
2025-02-13 17:10:17,576 [podnet.py] => Task 0, Epoch 3/160 (LR 0.09991) => LSC_loss 2.95, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 21.41, Test_acc 24.70
2025-02-13 17:10:22,721 [podnet.py] => Task 0, Epoch 4/160 (LR 0.09985) => LSC_loss 2.69, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 27.63, Test_acc 24.78
2025-02-13 17:10:27,859 [podnet.py] => Task 0, Epoch 5/160 (LR 0.09976) => LSC_loss 2.46, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 33.52, Test_acc 26.42
2025-02-13 17:10:33,043 [podnet.py] => Task 0, Epoch 6/160 (LR 0.09965) => LSC_loss 2.23, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 39.37, Test_acc 40.18
2025-02-13 17:10:38,187 [podnet.py] => Task 0, Epoch 7/160 (LR 0.09953) => LSC_loss 2.03, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 44.68, Test_acc 40.06
2025-02-13 17:10:43,336 [podnet.py] => Task 0, Epoch 8/160 (LR 0.09938) => LSC_loss 1.90, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 47.98, Test_acc 45.92
2025-02-13 17:10:48,518 [podnet.py] => Task 0, Epoch 9/160 (LR 0.09922) => LSC_loss 1.78, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 51.09, Test_acc 43.40
2025-02-13 17:10:53,701 [podnet.py] => Task 0, Epoch 10/160 (LR 0.09904) => LSC_loss 1.70, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 53.87, Test_acc 50.50
2025-02-13 17:10:58,827 [podnet.py] => Task 0, Epoch 11/160 (LR 0.09884) => LSC_loss 1.61, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 55.47, Test_acc 50.70
