2025-02-17 12:17:59,203 [trainer.py] => config: ./exps/podnet1.json
2025-02-17 12:17:59,205 [trainer.py] => prefix: reproduce
2025-02-17 12:17:59,205 [trainer.py] => dataset: imagenet100
2025-02-17 12:17:59,205 [trainer.py] => memory_size: 2000
2025-02-17 12:17:59,205 [trainer.py] => memory_per_class: 20
2025-02-17 12:17:59,205 [trainer.py] => fixed_memory: True
2025-02-17 12:17:59,205 [trainer.py] => shuffle: True
2025-02-17 12:17:59,205 [trainer.py] => init_cls: 50
2025-02-17 12:17:59,206 [trainer.py] => increment: 10
2025-02-17 12:17:59,206 [trainer.py] => model_name: podnet
2025-02-17 12:17:59,206 [trainer.py] => convnet_type: cosine_resnet18
2025-02-17 12:17:59,206 [trainer.py] => device: [device(type='cuda', index=0)]
2025-02-17 12:17:59,206 [trainer.py] => seed: 1993
2025-02-17 12:18:04,626 [data_manager.py] => [68, 56, 78, 8, 23, 84, 90, 65, 74, 76, 40, 89, 3, 92, 55, 9, 26, 80, 43, 38, 58, 70, 77, 1, 85, 19, 17, 50, 28, 53, 13, 81, 45, 82, 6, 59, 83, 16, 15, 44, 91, 41, 72, 60, 79, 52, 20, 10, 31, 54, 37, 95, 14, 71, 96, 98, 97, 2, 64, 66, 42, 22, 35, 86, 24, 34, 87, 21, 99, 0, 88, 27, 18, 94, 11, 12, 47, 25, 30, 46, 62, 69, 36, 61, 7, 63, 75, 5, 32, 4, 51, 48, 73, 93, 39, 67, 29, 49, 57, 33]
2025-02-17 12:18:09,321 [trainer.py] => All params: 11681832
2025-02-17 12:18:09,322 [trainer.py] => Trainable params: 11681832
2025-02-17 12:18:09,324 [podnet.py] => Learning on 0-50
2025-02-17 12:18:09,354 [podnet.py] => Adaptive factor: 0
2025-02-17 12:26:30,845 [podnet.py] => Task 0, Epoch 1/160 (LR 0.09999) => LSC_loss 3.43, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 14.49, Test_acc 19.80
2025-02-17 12:34:45,555 [podnet.py] => Task 0, Epoch 2/160 (LR 0.09996) => LSC_loss 2.86, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 27.31, Test_acc 22.72
2025-02-17 12:44:07,367 [podnet.py] => Task 0, Epoch 3/160 (LR 0.09991) => LSC_loss 2.52, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 35.74, Test_acc 32.52
2025-02-17 12:52:47,652 [podnet.py] => Task 0, Epoch 4/160 (LR 0.09985) => LSC_loss 2.26, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 42.42, Test_acc 42.80
2025-02-17 13:01:04,563 [podnet.py] => Task 0, Epoch 5/160 (LR 0.09976) => LSC_loss 2.07, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 47.37, Test_acc 39.56
2025-02-17 13:09:16,727 [podnet.py] => Task 0, Epoch 6/160 (LR 0.09965) => LSC_loss 1.92, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 50.91, Test_acc 40.48
2025-02-17 13:18:04,080 [podnet.py] => Task 0, Epoch 7/160 (LR 0.09953) => LSC_loss 1.82, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 53.40, Test_acc 46.88
2025-02-17 13:26:50,408 [podnet.py] => Task 0, Epoch 8/160 (LR 0.09938) => LSC_loss 1.74, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 55.84, Test_acc 50.76
2025-02-17 13:35:19,137 [podnet.py] => Task 0, Epoch 9/160 (LR 0.09922) => LSC_loss 1.67, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 57.74, Test_acc 53.92
2025-02-17 13:43:42,315 [podnet.py] => Task 0, Epoch 10/160 (LR 0.09904) => LSC_loss 1.62, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 58.97, Test_acc 49.32
2025-02-17 13:52:06,523 [podnet.py] => Task 0, Epoch 11/160 (LR 0.09884) => LSC_loss 1.58, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 60.00, Test_acc 58.44
2025-02-17 14:01:12,572 [podnet.py] => Task 0, Epoch 12/160 (LR 0.09862) => LSC_loss 1.54, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 60.93, Test_acc 62.36
2025-02-17 14:09:41,166 [podnet.py] => Task 0, Epoch 13/160 (LR 0.09838) => LSC_loss 1.50, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 61.98, Test_acc 60.88
2025-02-17 14:18:17,068 [podnet.py] => Task 0, Epoch 14/160 (LR 0.09812) => LSC_loss 1.48, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 62.73, Test_acc 55.16
2025-02-17 14:27:09,482 [podnet.py] => Task 0, Epoch 15/160 (LR 0.09785) => LSC_loss 1.46, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 63.08, Test_acc 59.68
2025-02-17 14:35:37,793 [podnet.py] => Task 0, Epoch 16/160 (LR 0.09755) => LSC_loss 1.44, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 63.42, Test_acc 62.56
2025-02-17 14:44:03,945 [podnet.py] => Task 0, Epoch 17/160 (LR 0.09724) => LSC_loss 1.42, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 64.14, Test_acc 60.44
2025-02-17 14:52:29,590 [podnet.py] => Task 0, Epoch 18/160 (LR 0.09691) => LSC_loss 1.39, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 64.75, Test_acc 53.92
2025-02-17 15:00:47,632 [podnet.py] => Task 0, Epoch 19/160 (LR 0.09656) => LSC_loss 1.40, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 64.96, Test_acc 59.04
2025-02-17 15:10:18,862 [podnet.py] => Task 0, Epoch 20/160 (LR 0.09619) => LSC_loss 1.38, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 64.96, Test_acc 56.60
2025-02-17 15:20:03,960 [podnet.py] => Task 0, Epoch 21/160 (LR 0.09581) => LSC_loss 1.36, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 65.53, Test_acc 60.28
2025-02-17 15:28:47,751 [podnet.py] => Task 0, Epoch 22/160 (LR 0.09541) => LSC_loss 1.36, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 65.57, Test_acc 59.44
2025-02-17 15:37:32,595 [podnet.py] => Task 0, Epoch 23/160 (LR 0.09499) => LSC_loss 1.35, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 65.97, Test_acc 62.68
2025-02-17 15:46:06,792 [podnet.py] => Task 0, Epoch 24/160 (LR 0.09455) => LSC_loss 1.33, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 66.38, Test_acc 57.60
2025-02-17 15:54:52,777 [podnet.py] => Task 0, Epoch 25/160 (LR 0.09410) => LSC_loss 1.32, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 66.57, Test_acc 59.04
2025-02-17 16:03:32,856 [podnet.py] => Task 0, Epoch 26/160 (LR 0.09362) => LSC_loss 1.33, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 66.37, Test_acc 62.44
2025-02-17 16:13:56,486 [podnet.py] => Task 0, Epoch 27/160 (LR 0.09314) => LSC_loss 1.32, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 66.68, Test_acc 63.56
2025-02-17 16:22:41,728 [podnet.py] => Task 0, Epoch 28/160 (LR 0.09263) => LSC_loss 1.30, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 67.16, Test_acc 66.68
2025-02-17 16:30:51,462 [podnet.py] => Task 0, Epoch 29/160 (LR 0.09211) => LSC_loss 1.30, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 67.33, Test_acc 63.08
2025-02-17 16:39:11,625 [podnet.py] => Task 0, Epoch 30/160 (LR 0.09157) => LSC_loss 1.29, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 67.56, Test_acc 58.56
2025-02-17 16:47:29,756 [podnet.py] => Task 0, Epoch 31/160 (LR 0.09102) => LSC_loss 1.28, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 67.59, Test_acc 64.56
2025-02-17 16:55:40,024 [podnet.py] => Task 0, Epoch 32/160 (LR 0.09045) => LSC_loss 1.28, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 67.59, Test_acc 66.32
2025-02-17 17:03:52,389 [podnet.py] => Task 0, Epoch 33/160 (LR 0.08987) => LSC_loss 1.28, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 67.78, Test_acc 66.00
2025-02-17 17:12:03,286 [podnet.py] => Task 0, Epoch 34/160 (LR 0.08927) => LSC_loss 1.27, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 67.95, Test_acc 64.48
2025-02-17 17:20:15,635 [podnet.py] => Task 0, Epoch 35/160 (LR 0.08865) => LSC_loss 1.27, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 67.92, Test_acc 58.48
2025-02-17 17:28:31,150 [podnet.py] => Task 0, Epoch 36/160 (LR 0.08802) => LSC_loss 1.26, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 67.98, Test_acc 62.24
2025-02-17 17:36:50,663 [podnet.py] => Task 0, Epoch 37/160 (LR 0.08738) => LSC_loss 1.26, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 68.19, Test_acc 63.32
2025-02-17 17:45:13,818 [podnet.py] => Task 0, Epoch 38/160 (LR 0.08672) => LSC_loss 1.25, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 68.60, Test_acc 60.16
2025-02-17 17:53:48,441 [podnet.py] => Task 0, Epoch 39/160 (LR 0.08604) => LSC_loss 1.23, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 68.96, Test_acc 64.64
2025-02-17 18:02:08,166 [podnet.py] => Task 0, Epoch 40/160 (LR 0.08536) => LSC_loss 1.24, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 68.67, Test_acc 62.48
2025-02-17 18:10:19,422 [podnet.py] => Task 0, Epoch 41/160 (LR 0.08465) => LSC_loss 1.23, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 68.91, Test_acc 68.36
2025-02-17 18:18:28,098 [podnet.py] => Task 0, Epoch 42/160 (LR 0.08394) => LSC_loss 1.22, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 69.25, Test_acc 66.56
2025-02-17 18:26:43,855 [podnet.py] => Task 0, Epoch 43/160 (LR 0.08321) => LSC_loss 1.22, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 68.98, Test_acc 63.92
2025-02-17 18:35:36,561 [podnet.py] => Task 0, Epoch 44/160 (LR 0.08247) => LSC_loss 1.22, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 69.26, Test_acc 69.52
2025-02-17 18:43:58,732 [podnet.py] => Task 0, Epoch 45/160 (LR 0.08172) => LSC_loss 1.21, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 69.33, Test_acc 60.84
2025-02-17 18:52:07,247 [podnet.py] => Task 0, Epoch 46/160 (LR 0.08095) => LSC_loss 1.20, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 69.66, Test_acc 68.20
2025-02-17 19:00:11,380 [podnet.py] => Task 0, Epoch 47/160 (LR 0.08018) => LSC_loss 1.21, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 69.44, Test_acc 65.24
2025-02-17 19:08:19,533 [podnet.py] => Task 0, Epoch 48/160 (LR 0.07939) => LSC_loss 1.19, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 69.82, Test_acc 63.96
2025-02-17 19:16:28,747 [podnet.py] => Task 0, Epoch 49/160 (LR 0.07859) => LSC_loss 1.18, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 70.16, Test_acc 66.76
2025-02-17 19:24:48,087 [podnet.py] => Task 0, Epoch 50/160 (LR 0.07778) => LSC_loss 1.18, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 70.41, Test_acc 68.56
2025-02-17 19:33:06,858 [podnet.py] => Task 0, Epoch 51/160 (LR 0.07696) => LSC_loss 1.18, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 70.46, Test_acc 68.04
2025-02-17 19:41:13,027 [podnet.py] => Task 0, Epoch 52/160 (LR 0.07612) => LSC_loss 1.17, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 70.32, Test_acc 67.84
2025-02-17 19:49:24,064 [podnet.py] => Task 0, Epoch 53/160 (LR 0.07528) => LSC_loss 1.17, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 70.40, Test_acc 71.00
2025-02-17 19:58:23,863 [podnet.py] => Task 0, Epoch 54/160 (LR 0.07443) => LSC_loss 1.16, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 70.59, Test_acc 69.80
2025-02-17 20:06:30,689 [podnet.py] => Task 0, Epoch 55/160 (LR 0.07357) => LSC_loss 1.15, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 70.92, Test_acc 66.08
2025-02-17 20:14:34,435 [podnet.py] => Task 0, Epoch 56/160 (LR 0.07270) => LSC_loss 1.15, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 70.84, Test_acc 66.32
2025-02-17 20:22:51,011 [podnet.py] => Task 0, Epoch 57/160 (LR 0.07182) => LSC_loss 1.15, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 70.96, Test_acc 63.52
2025-02-17 20:30:51,871 [podnet.py] => Task 0, Epoch 58/160 (LR 0.07093) => LSC_loss 1.14, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 71.35, Test_acc 67.20
2025-02-17 20:40:08,160 [podnet.py] => Task 0, Epoch 59/160 (LR 0.07004) => LSC_loss 1.13, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 71.24, Test_acc 67.84
2025-02-17 20:48:18,034 [podnet.py] => Task 0, Epoch 60/160 (LR 0.06913) => LSC_loss 1.12, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 71.78, Test_acc 71.44
2025-02-17 20:56:20,141 [podnet.py] => Task 0, Epoch 61/160 (LR 0.06822) => LSC_loss 1.12, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 71.71, Test_acc 69.44
2025-02-17 21:04:28,360 [podnet.py] => Task 0, Epoch 62/160 (LR 0.06731) => LSC_loss 1.11, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 72.00, Test_acc 71.92
2025-02-17 21:12:27,718 [podnet.py] => Task 0, Epoch 63/160 (LR 0.06638) => LSC_loss 1.11, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 72.09, Test_acc 70.88
2025-02-17 21:20:28,817 [podnet.py] => Task 0, Epoch 64/160 (LR 0.06545) => LSC_loss 1.10, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 72.33, Test_acc 70.92
2025-02-17 21:28:29,408 [podnet.py] => Task 0, Epoch 65/160 (LR 0.06451) => LSC_loss 1.10, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 72.05, Test_acc 72.00
2025-02-17 21:36:34,711 [podnet.py] => Task 0, Epoch 66/160 (LR 0.06357) => LSC_loss 1.09, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 72.21, Test_acc 70.72
2025-02-17 21:44:38,226 [podnet.py] => Task 0, Epoch 67/160 (LR 0.06262) => LSC_loss 1.09, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 72.29, Test_acc 68.24
2025-02-17 21:52:43,075 [podnet.py] => Task 0, Epoch 68/160 (LR 0.06167) => LSC_loss 1.08, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 72.65, Test_acc 71.00
2025-02-17 22:00:44,973 [podnet.py] => Task 0, Epoch 69/160 (LR 0.06072) => LSC_loss 1.07, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 72.79, Test_acc 70.64
2025-02-17 22:08:53,242 [podnet.py] => Task 0, Epoch 70/160 (LR 0.05975) => LSC_loss 1.07, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 72.87, Test_acc 70.32
2025-02-17 22:16:51,324 [podnet.py] => Task 0, Epoch 71/160 (LR 0.05879) => LSC_loss 1.06, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 73.21, Test_acc 69.48
2025-02-17 22:24:49,562 [podnet.py] => Task 0, Epoch 72/160 (LR 0.05782) => LSC_loss 1.05, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 73.50, Test_acc 67.08
2025-02-17 22:32:58,214 [podnet.py] => Task 0, Epoch 73/160 (LR 0.05685) => LSC_loss 1.05, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 73.27, Test_acc 72.80
2025-02-17 22:40:48,954 [podnet.py] => Task 0, Epoch 74/160 (LR 0.05588) => LSC_loss 1.04, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 73.75, Test_acc 71.56
2025-02-17 22:48:31,227 [podnet.py] => Task 0, Epoch 75/160 (LR 0.05490) => LSC_loss 1.03, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 73.79, Test_acc 72.64
2025-02-17 22:56:19,975 [podnet.py] => Task 0, Epoch 76/160 (LR 0.05392) => LSC_loss 1.03, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 73.90, Test_acc 74.04
2025-02-17 23:06:01,717 [podnet.py] => Task 0, Epoch 77/160 (LR 0.05294) => LSC_loss 1.02, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 74.08, Test_acc 70.68
2025-02-17 23:13:48,202 [podnet.py] => Task 0, Epoch 78/160 (LR 0.05196) => LSC_loss 1.01, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 74.35, Test_acc 70.32
2025-02-17 23:21:37,734 [podnet.py] => Task 0, Epoch 79/160 (LR 0.05098) => LSC_loss 0.99, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 74.67, Test_acc 74.60
2025-02-17 23:29:26,410 [podnet.py] => Task 0, Epoch 80/160 (LR 0.05000) => LSC_loss 0.99, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 74.85, Test_acc 75.72
2025-02-17 23:37:24,252 [podnet.py] => Task 0, Epoch 81/160 (LR 0.04902) => LSC_loss 0.99, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 74.85, Test_acc 74.96
2025-02-17 23:45:13,920 [podnet.py] => Task 0, Epoch 82/160 (LR 0.04804) => LSC_loss 0.97, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 75.26, Test_acc 72.32
2025-02-17 23:52:50,371 [podnet.py] => Task 0, Epoch 83/160 (LR 0.04706) => LSC_loss 0.98, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 75.25, Test_acc 73.72
2025-02-18 00:00:26,958 [podnet.py] => Task 0, Epoch 84/160 (LR 0.04608) => LSC_loss 0.97, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 75.35, Test_acc 75.00
2025-02-18 00:08:03,461 [podnet.py] => Task 0, Epoch 85/160 (LR 0.04510) => LSC_loss 0.95, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 75.71, Test_acc 74.56
2025-02-18 00:15:38,978 [podnet.py] => Task 0, Epoch 86/160 (LR 0.04412) => LSC_loss 0.95, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 75.82, Test_acc 76.40
2025-02-18 00:23:18,467 [podnet.py] => Task 0, Epoch 87/160 (LR 0.04315) => LSC_loss 0.94, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 76.21, Test_acc 72.96
2025-02-18 00:30:48,708 [podnet.py] => Task 0, Epoch 88/160 (LR 0.04218) => LSC_loss 0.93, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 76.31, Test_acc 75.84
2025-02-18 00:38:23,377 [podnet.py] => Task 0, Epoch 89/160 (LR 0.04121) => LSC_loss 0.93, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 76.50, Test_acc 75.88
2025-02-18 00:46:03,696 [podnet.py] => Task 0, Epoch 90/160 (LR 0.04025) => LSC_loss 0.92, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 76.44, Test_acc 76.60
2025-02-18 00:53:40,554 [podnet.py] => Task 0, Epoch 91/160 (LR 0.03928) => LSC_loss 0.90, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 77.22, Test_acc 75.20
2025-02-18 01:01:17,383 [podnet.py] => Task 0, Epoch 92/160 (LR 0.03833) => LSC_loss 0.90, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 77.11, Test_acc 76.48
2025-02-18 01:08:58,514 [podnet.py] => Task 0, Epoch 93/160 (LR 0.03738) => LSC_loss 0.88, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 77.52, Test_acc 75.16
2025-02-18 01:16:36,671 [podnet.py] => Task 0, Epoch 94/160 (LR 0.03643) => LSC_loss 0.87, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 77.97, Test_acc 76.44
2025-02-18 01:24:17,009 [podnet.py] => Task 0, Epoch 95/160 (LR 0.03549) => LSC_loss 0.88, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 77.58, Test_acc 78.28
2025-02-18 01:31:48,267 [podnet.py] => Task 0, Epoch 96/160 (LR 0.03455) => LSC_loss 0.86, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 77.92, Test_acc 78.40
2025-02-18 01:39:25,700 [podnet.py] => Task 0, Epoch 97/160 (LR 0.03362) => LSC_loss 0.85, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 78.33, Test_acc 75.84
2025-02-18 01:47:04,478 [podnet.py] => Task 0, Epoch 98/160 (LR 0.03269) => LSC_loss 0.85, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 78.38, Test_acc 69.20
2025-02-18 01:54:44,412 [podnet.py] => Task 0, Epoch 99/160 (LR 0.03178) => LSC_loss 0.83, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 78.76, Test_acc 73.44
2025-02-18 02:02:28,092 [podnet.py] => Task 0, Epoch 100/160 (LR 0.03087) => LSC_loss 0.84, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 78.75, Test_acc 77.00
2025-02-18 02:10:53,613 [podnet.py] => Task 0, Epoch 101/160 (LR 0.02996) => LSC_loss 0.81, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 79.50, Test_acc 77.16
2025-02-18 02:18:37,009 [podnet.py] => Task 0, Epoch 102/160 (LR 0.02907) => LSC_loss 0.80, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 79.65, Test_acc 75.52
2025-02-18 02:26:06,575 [podnet.py] => Task 0, Epoch 103/160 (LR 0.02818) => LSC_loss 0.80, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 79.49, Test_acc 76.76
2025-02-18 02:33:51,707 [podnet.py] => Task 0, Epoch 104/160 (LR 0.02730) => LSC_loss 0.79, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 80.02, Test_acc 79.20
2025-02-18 02:41:29,787 [podnet.py] => Task 0, Epoch 105/160 (LR 0.02643) => LSC_loss 0.77, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 80.40, Test_acc 78.60
2025-02-18 02:49:06,225 [podnet.py] => Task 0, Epoch 106/160 (LR 0.02557) => LSC_loss 0.76, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 80.56, Test_acc 78.76
2025-02-18 02:56:49,343 [podnet.py] => Task 0, Epoch 107/160 (LR 0.02472) => LSC_loss 0.76, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 80.75, Test_acc 80.16
2025-02-18 03:04:33,196 [podnet.py] => Task 0, Epoch 108/160 (LR 0.02388) => LSC_loss 0.74, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 81.09, Test_acc 79.08
2025-02-18 03:12:11,740 [podnet.py] => Task 0, Epoch 109/160 (LR 0.02304) => LSC_loss 0.73, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 81.29, Test_acc 81.64
2025-02-18 03:19:49,623 [podnet.py] => Task 0, Epoch 110/160 (LR 0.02222) => LSC_loss 0.72, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 81.71, Test_acc 79.48
2025-02-18 03:27:35,725 [podnet.py] => Task 0, Epoch 111/160 (LR 0.02141) => LSC_loss 0.70, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 82.08, Test_acc 79.48
2025-02-18 03:35:07,976 [podnet.py] => Task 0, Epoch 112/160 (LR 0.02061) => LSC_loss 0.71, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 81.99, Test_acc 81.44
2025-02-18 03:42:48,745 [podnet.py] => Task 0, Epoch 113/160 (LR 0.01982) => LSC_loss 0.69, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 82.41, Test_acc 81.08
2025-02-18 03:50:24,187 [podnet.py] => Task 0, Epoch 114/160 (LR 0.01905) => LSC_loss 0.67, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 82.83, Test_acc 80.76
2025-02-18 03:58:05,471 [podnet.py] => Task 0, Epoch 115/160 (LR 0.01828) => LSC_loss 0.66, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 83.06, Test_acc 81.68
2025-02-18 04:05:53,892 [podnet.py] => Task 0, Epoch 116/160 (LR 0.01753) => LSC_loss 0.66, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 83.12, Test_acc 81.52
2025-02-18 04:13:29,561 [podnet.py] => Task 0, Epoch 117/160 (LR 0.01679) => LSC_loss 0.65, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 83.48, Test_acc 82.04
2025-02-18 04:21:23,704 [podnet.py] => Task 0, Epoch 118/160 (LR 0.01606) => LSC_loss 0.62, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 84.17, Test_acc 81.52
2025-02-18 04:30:10,040 [podnet.py] => Task 0, Epoch 119/160 (LR 0.01535) => LSC_loss 0.62, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 84.22, Test_acc 82.08
2025-02-18 04:37:43,154 [podnet.py] => Task 0, Epoch 120/160 (LR 0.01464) => LSC_loss 0.61, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 84.40, Test_acc 82.56
2025-02-18 04:45:19,090 [podnet.py] => Task 0, Epoch 121/160 (LR 0.01396) => LSC_loss 0.59, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 84.95, Test_acc 82.44
2025-02-18 04:53:27,343 [podnet.py] => Task 0, Epoch 122/160 (LR 0.01328) => LSC_loss 0.57, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 85.42, Test_acc 82.20
2025-02-18 05:01:28,002 [podnet.py] => Task 0, Epoch 123/160 (LR 0.01262) => LSC_loss 0.56, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 85.66, Test_acc 82.16
2025-02-18 05:09:29,823 [podnet.py] => Task 0, Epoch 124/160 (LR 0.01198) => LSC_loss 0.56, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 85.74, Test_acc 82.16
2025-02-18 05:17:32,552 [podnet.py] => Task 0, Epoch 125/160 (LR 0.01135) => LSC_loss 0.53, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 86.51, Test_acc 82.80
2025-02-18 05:27:31,061 [podnet.py] => Task 0, Epoch 126/160 (LR 0.01073) => LSC_loss 0.52, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 86.69, Test_acc 84.72
2025-02-18 05:35:32,555 [podnet.py] => Task 0, Epoch 127/160 (LR 0.01013) => LSC_loss 0.51, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 87.07, Test_acc 82.20
2025-02-18 05:43:20,025 [podnet.py] => Task 0, Epoch 128/160 (LR 0.00955) => LSC_loss 0.49, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 87.44, Test_acc 82.88
