2025-02-15 11:53:59,915 [trainer.py] => config: ./exps/podnet.json
2025-02-15 11:53:59,916 [trainer.py] => prefix: reproduce
2025-02-15 11:53:59,917 [trainer.py] => dataset: cifar100
2025-02-15 11:53:59,917 [trainer.py] => memory_size: 2000
2025-02-15 11:53:59,917 [trainer.py] => memory_per_class: 20
2025-02-15 11:53:59,918 [trainer.py] => fixed_memory: True
2025-02-15 11:53:59,918 [trainer.py] => shuffle: True
2025-02-15 11:53:59,918 [trainer.py] => init_cls: 20
2025-02-15 11:53:59,919 [trainer.py] => increment: 20
2025-02-15 11:53:59,919 [trainer.py] => model_name: podnet
2025-02-15 11:53:59,919 [trainer.py] => convnet_type: cosine_resnet32
2025-02-15 11:53:59,920 [trainer.py] => device: [device(type='cuda', index=0)]
2025-02-15 11:53:59,920 [trainer.py] => seed: 1993
2025-02-15 11:54:01,949 [data_manager.py] => [68, 56, 78, 8, 23, 84, 90, 65, 74, 76, 40, 89, 3, 92, 55, 9, 26, 80, 43, 38, 58, 70, 77, 1, 85, 19, 17, 50, 28, 53, 13, 81, 45, 82, 6, 59, 83, 16, 15, 44, 91, 41, 72, 60, 79, 52, 20, 10, 31, 54, 37, 95, 14, 71, 96, 98, 97, 2, 64, 66, 42, 22, 35, 86, 24, 34, 87, 21, 99, 0, 88, 27, 18, 94, 11, 12, 47, 25, 30, 46, 62, 69, 36, 61, 7, 63, 75, 5, 32, 4, 51, 48, 73, 93, 39, 67, 29, 49, 57, 33]
2025-02-15 11:54:05,149 [trainer.py] => All params: 466256
2025-02-15 11:54:05,150 [trainer.py] => Trainable params: 466256
2025-02-15 11:54:05,151 [podnet.py] => Learning on 0-20
2025-02-15 11:54:05,170 [podnet.py] => Adaptive factor: 0
2025-02-15 11:54:10,346 [podnet.py] => Task 0, Epoch 1/160 (LR 0.09999) => LSC_loss 2.97, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 9.88, Test_acc 14.05
2025-02-15 11:54:12,864 [podnet.py] => Task 0, Epoch 2/160 (LR 0.09996) => LSC_loss 2.70, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 17.47, Test_acc 17.70
2025-02-15 11:54:15,326 [podnet.py] => Task 0, Epoch 3/160 (LR 0.09991) => LSC_loss 2.48, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 24.70, Test_acc 26.85
2025-02-15 11:54:17,837 [podnet.py] => Task 0, Epoch 4/160 (LR 0.09985) => LSC_loss 2.34, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 29.80, Test_acc 30.80
2025-02-15 11:54:20,311 [podnet.py] => Task 0, Epoch 5/160 (LR 0.09976) => LSC_loss 2.23, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 33.60, Test_acc 34.65
2025-02-15 11:54:22,774 [podnet.py] => Task 0, Epoch 6/160 (LR 0.09965) => LSC_loss 2.04, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 39.22, Test_acc 36.30
2025-02-15 11:54:25,258 [podnet.py] => Task 0, Epoch 7/160 (LR 0.09953) => LSC_loss 1.96, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 41.74, Test_acc 45.10
2025-02-15 11:54:27,741 [podnet.py] => Task 0, Epoch 8/160 (LR 0.09938) => LSC_loss 1.84, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 45.71, Test_acc 41.40
2025-02-15 11:54:30,225 [podnet.py] => Task 0, Epoch 9/160 (LR 0.09922) => LSC_loss 1.73, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 48.90, Test_acc 46.70
2025-02-15 11:54:32,768 [podnet.py] => Task 0, Epoch 10/160 (LR 0.09904) => LSC_loss 1.67, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 50.03, Test_acc 33.90
2025-02-15 11:54:35,286 [podnet.py] => Task 0, Epoch 11/160 (LR 0.09884) => LSC_loss 1.57, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 54.01, Test_acc 45.30
2025-02-15 11:54:37,741 [podnet.py] => Task 0, Epoch 12/160 (LR 0.09862) => LSC_loss 1.50, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 55.31, Test_acc 50.55
2025-02-15 11:54:40,188 [podnet.py] => Task 0, Epoch 13/160 (LR 0.09838) => LSC_loss 1.45, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 57.67, Test_acc 55.20
2025-02-15 11:54:42,672 [podnet.py] => Task 0, Epoch 14/160 (LR 0.09812) => LSC_loss 1.41, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 58.14, Test_acc 56.05
2025-02-15 11:54:45,127 [podnet.py] => Task 0, Epoch 15/160 (LR 0.09785) => LSC_loss 1.38, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 59.32, Test_acc 55.30
2025-02-15 11:54:47,604 [podnet.py] => Task 0, Epoch 16/160 (LR 0.09755) => LSC_loss 1.30, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 61.94, Test_acc 52.10
2025-02-15 11:54:50,080 [podnet.py] => Task 0, Epoch 17/160 (LR 0.09724) => LSC_loss 1.25, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 63.00, Test_acc 57.15
2025-02-15 11:54:52,539 [podnet.py] => Task 0, Epoch 18/160 (LR 0.09691) => LSC_loss 1.21, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 64.46, Test_acc 60.35
2025-02-15 11:54:54,988 [podnet.py] => Task 0, Epoch 19/160 (LR 0.09656) => LSC_loss 1.18, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 66.11, Test_acc 51.60
2025-02-15 11:54:57,449 [podnet.py] => Task 0, Epoch 20/160 (LR 0.09619) => LSC_loss 1.17, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 65.74, Test_acc 57.60
2025-02-15 11:54:59,953 [podnet.py] => Task 0, Epoch 21/160 (LR 0.09581) => LSC_loss 1.14, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 66.91, Test_acc 57.40
2025-02-15 11:55:02,476 [podnet.py] => Task 0, Epoch 22/160 (LR 0.09541) => LSC_loss 1.07, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 68.21, Test_acc 54.00
2025-02-15 11:55:04,934 [podnet.py] => Task 0, Epoch 23/160 (LR 0.09499) => LSC_loss 1.06, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 68.84, Test_acc 60.35
2025-02-15 11:55:07,405 [podnet.py] => Task 0, Epoch 24/160 (LR 0.09455) => LSC_loss 1.03, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 69.55, Test_acc 59.95
2025-02-15 11:55:09,937 [podnet.py] => Task 0, Epoch 25/160 (LR 0.09410) => LSC_loss 0.98, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 71.39, Test_acc 65.55
2025-02-15 11:55:12,411 [podnet.py] => Task 0, Epoch 26/160 (LR 0.09362) => LSC_loss 0.99, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 71.14, Test_acc 57.45
2025-02-15 11:55:14,865 [podnet.py] => Task 0, Epoch 27/160 (LR 0.09314) => LSC_loss 0.93, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 72.63, Test_acc 59.75
2025-02-15 11:55:17,348 [podnet.py] => Task 0, Epoch 28/160 (LR 0.09263) => LSC_loss 0.98, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 71.66, Test_acc 61.35
2025-02-15 11:55:19,874 [podnet.py] => Task 0, Epoch 29/160 (LR 0.09211) => LSC_loss 0.89, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 74.24, Test_acc 56.65
2025-02-15 11:55:22,376 [podnet.py] => Task 0, Epoch 30/160 (LR 0.09157) => LSC_loss 0.91, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 73.51, Test_acc 57.20
2025-02-15 11:55:24,891 [podnet.py] => Task 0, Epoch 31/160 (LR 0.09102) => LSC_loss 0.87, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 74.68, Test_acc 55.40
2025-02-15 11:55:27,342 [podnet.py] => Task 0, Epoch 32/160 (LR 0.09045) => LSC_loss 0.85, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 75.55, Test_acc 62.10
2025-02-15 11:55:29,815 [podnet.py] => Task 0, Epoch 33/160 (LR 0.08987) => LSC_loss 0.84, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 75.22, Test_acc 66.80
2025-02-15 11:55:32,362 [podnet.py] => Task 0, Epoch 34/160 (LR 0.08927) => LSC_loss 0.82, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 75.94, Test_acc 68.45
2025-02-15 11:55:34,827 [podnet.py] => Task 0, Epoch 35/160 (LR 0.08865) => LSC_loss 0.80, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 77.02, Test_acc 37.80
2025-02-15 11:55:37,325 [podnet.py] => Task 0, Epoch 36/160 (LR 0.08802) => LSC_loss 0.78, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 77.83, Test_acc 61.35
2025-02-15 11:55:39,795 [podnet.py] => Task 0, Epoch 37/160 (LR 0.08738) => LSC_loss 0.76, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 77.90, Test_acc 67.45
2025-02-15 11:55:42,267 [podnet.py] => Task 0, Epoch 38/160 (LR 0.08672) => LSC_loss 0.75, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 78.57, Test_acc 61.25
2025-02-15 11:55:44,769 [podnet.py] => Task 0, Epoch 39/160 (LR 0.08604) => LSC_loss 0.84, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 75.41, Test_acc 64.70
2025-02-15 11:55:47,244 [podnet.py] => Task 0, Epoch 40/160 (LR 0.08536) => LSC_loss 0.75, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 78.51, Test_acc 60.45
2025-02-15 11:55:49,794 [podnet.py] => Task 0, Epoch 41/160 (LR 0.08465) => LSC_loss 0.73, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 78.87, Test_acc 68.65
2025-02-15 11:55:52,336 [podnet.py] => Task 0, Epoch 42/160 (LR 0.08394) => LSC_loss 0.73, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 78.69, Test_acc 64.30
2025-02-15 11:55:54,824 [podnet.py] => Task 0, Epoch 43/160 (LR 0.08321) => LSC_loss 0.69, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 80.08, Test_acc 69.10
2025-02-15 11:55:57,267 [podnet.py] => Task 0, Epoch 44/160 (LR 0.08247) => LSC_loss 0.74, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 78.52, Test_acc 69.10
2025-02-15 11:55:59,749 [podnet.py] => Task 0, Epoch 45/160 (LR 0.08172) => LSC_loss 0.63, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 81.66, Test_acc 70.10
2025-02-15 11:56:02,278 [podnet.py] => Task 0, Epoch 46/160 (LR 0.08095) => LSC_loss 0.68, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 80.46, Test_acc 67.15
2025-02-15 11:56:04,743 [podnet.py] => Task 0, Epoch 47/160 (LR 0.08018) => LSC_loss 0.66, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 81.15, Test_acc 67.75
2025-02-15 11:56:07,204 [podnet.py] => Task 0, Epoch 48/160 (LR 0.07939) => LSC_loss 0.65, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 80.36, Test_acc 69.10
2025-02-15 11:56:09,687 [podnet.py] => Task 0, Epoch 49/160 (LR 0.07859) => LSC_loss 0.61, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 82.46, Test_acc 69.25
2025-02-15 11:56:12,224 [podnet.py] => Task 0, Epoch 50/160 (LR 0.07778) => LSC_loss 0.60, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 82.62, Test_acc 60.60
2025-02-15 11:56:14,732 [podnet.py] => Task 0, Epoch 51/160 (LR 0.07696) => LSC_loss 0.62, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 81.97, Test_acc 65.70
2025-02-15 11:56:17,191 [podnet.py] => Task 0, Epoch 52/160 (LR 0.07612) => LSC_loss 0.57, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 83.50, Test_acc 67.95
2025-02-15 11:56:19,652 [podnet.py] => Task 0, Epoch 53/160 (LR 0.07528) => LSC_loss 0.59, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 82.64, Test_acc 69.45
2025-02-15 11:56:22,149 [podnet.py] => Task 0, Epoch 54/160 (LR 0.07443) => LSC_loss 0.55, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 84.20, Test_acc 71.15
2025-02-15 11:56:24,691 [podnet.py] => Task 0, Epoch 55/160 (LR 0.07357) => LSC_loss 0.65, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 81.50, Test_acc 68.80
2025-02-15 11:56:27,271 [podnet.py] => Task 0, Epoch 56/160 (LR 0.07270) => LSC_loss 0.59, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 83.02, Test_acc 70.95
2025-02-15 11:56:29,800 [podnet.py] => Task 0, Epoch 57/160 (LR 0.07182) => LSC_loss 0.54, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 84.53, Test_acc 70.90
2025-02-15 11:56:32,280 [podnet.py] => Task 0, Epoch 58/160 (LR 0.07093) => LSC_loss 0.53, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 84.18, Test_acc 72.05
2025-02-15 11:56:34,752 [podnet.py] => Task 0, Epoch 59/160 (LR 0.07004) => LSC_loss 0.50, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 85.37, Test_acc 72.95
2025-02-15 11:56:37,210 [podnet.py] => Task 0, Epoch 60/160 (LR 0.06913) => LSC_loss 0.48, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 85.92, Test_acc 69.25
2025-02-15 11:56:39,814 [podnet.py] => Task 0, Epoch 61/160 (LR 0.06822) => LSC_loss 0.54, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 84.78, Test_acc 70.25
2025-02-15 11:56:42,365 [podnet.py] => Task 0, Epoch 62/160 (LR 0.06731) => LSC_loss 0.61, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 82.27, Test_acc 72.20
2025-02-15 11:56:44,910 [podnet.py] => Task 0, Epoch 63/160 (LR 0.06638) => LSC_loss 0.46, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 86.69, Test_acc 73.30
2025-02-15 11:56:47,437 [podnet.py] => Task 0, Epoch 64/160 (LR 0.06545) => LSC_loss 0.49, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 85.83, Test_acc 69.60
2025-02-15 11:56:49,935 [podnet.py] => Task 0, Epoch 65/160 (LR 0.06451) => LSC_loss 0.50, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 85.35, Test_acc 68.45
2025-02-15 11:56:52,342 [podnet.py] => Task 0, Epoch 66/160 (LR 0.06357) => LSC_loss 0.47, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 86.28, Test_acc 71.15
2025-02-15 11:56:54,844 [podnet.py] => Task 0, Epoch 67/160 (LR 0.06262) => LSC_loss 0.43, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 87.65, Test_acc 69.85
2025-02-15 11:56:57,415 [podnet.py] => Task 0, Epoch 68/160 (LR 0.06167) => LSC_loss 0.49, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 85.65, Test_acc 71.35
2025-02-15 11:57:00,005 [podnet.py] => Task 0, Epoch 69/160 (LR 0.06072) => LSC_loss 0.47, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 86.27, Test_acc 71.70
2025-02-15 11:57:02,499 [podnet.py] => Task 0, Epoch 70/160 (LR 0.05975) => LSC_loss 0.39, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 88.61, Test_acc 72.35
2025-02-15 11:57:04,971 [podnet.py] => Task 0, Epoch 71/160 (LR 0.05879) => LSC_loss 0.40, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 88.19, Test_acc 71.40
2025-02-15 11:57:07,441 [podnet.py] => Task 0, Epoch 72/160 (LR 0.05782) => LSC_loss 0.44, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 87.43, Test_acc 73.05
2025-02-15 11:57:09,915 [podnet.py] => Task 0, Epoch 73/160 (LR 0.05685) => LSC_loss 0.45, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 86.90, Test_acc 69.95
2025-02-15 11:57:12,420 [podnet.py] => Task 0, Epoch 74/160 (LR 0.05588) => LSC_loss 0.43, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 87.36, Test_acc 73.75
2025-02-15 11:57:14,839 [podnet.py] => Task 0, Epoch 75/160 (LR 0.05490) => LSC_loss 0.38, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 89.06, Test_acc 70.30
2025-02-15 11:57:17,354 [podnet.py] => Task 0, Epoch 76/160 (LR 0.05392) => LSC_loss 0.35, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 90.09, Test_acc 73.20
