2025-02-17 12:12:46,758 [trainer.py] => config: ./exps/podnet.json
2025-02-17 12:12:46,760 [trainer.py] => prefix: reproduce
2025-02-17 12:12:46,761 [trainer.py] => dataset: cifar100
2025-02-17 12:12:46,761 [trainer.py] => memory_size: 2000
2025-02-17 12:12:46,762 [trainer.py] => memory_per_class: 20
2025-02-17 12:12:46,762 [trainer.py] => fixed_memory: True
2025-02-17 12:12:46,762 [trainer.py] => shuffle: True
2025-02-17 12:12:46,763 [trainer.py] => init_cls: 10
2025-02-17 12:12:46,763 [trainer.py] => increment: 10
2025-02-17 12:12:46,763 [trainer.py] => model_name: podnet
2025-02-17 12:12:46,764 [trainer.py] => convnet_type: cosine_resnet32
2025-02-17 12:12:46,764 [trainer.py] => device: [device(type='cuda', index=0)]
2025-02-17 12:12:46,764 [trainer.py] => seed: 1993
2025-02-17 12:12:48,727 [data_manager.py] => [68, 56, 78, 8, 23, 84, 90, 65, 74, 76, 40, 89, 3, 92, 55, 9, 26, 80, 43, 38, 58, 70, 77, 1, 85, 19, 17, 50, 28, 53, 13, 81, 45, 82, 6, 59, 83, 16, 15, 44, 91, 41, 72, 60, 79, 52, 20, 10, 31, 54, 37, 95, 14, 71, 96, 98, 97, 2, 64, 66, 42, 22, 35, 86, 24, 34, 87, 21, 99, 0, 88, 27, 18, 94, 11, 12, 47, 25, 30, 46, 62, 69, 36, 61, 7, 63, 75, 5, 32, 4, 51, 48, 73, 93, 39, 67, 29, 49, 57, 33]
2025-02-17 12:12:54,043 [trainer.py] => All params: 466256
2025-02-17 12:12:54,044 [trainer.py] => Trainable params: 466256
2025-02-17 12:12:54,044 [podnet.py] => Learning on 0-10
2025-02-17 12:12:54,052 [podnet.py] => Adaptive factor: 0
2025-02-17 12:13:15,075 [podnet.py] => Task 0, Epoch 1/160 (LR 0.09999) => LSC_loss 2.30, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 14.62, Test_acc 15.00
2025-02-17 12:13:16,749 [podnet.py] => Task 0, Epoch 2/160 (LR 0.09996) => LSC_loss 2.17, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 24.86, Test_acc 16.70
2025-02-17 12:13:18,394 [podnet.py] => Task 0, Epoch 3/160 (LR 0.09991) => LSC_loss 1.90, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 33.34, Test_acc 12.60
2025-02-17 12:13:20,032 [podnet.py] => Task 0, Epoch 4/160 (LR 0.09985) => LSC_loss 1.76, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 40.26, Test_acc 33.60
2025-02-17 12:13:21,711 [podnet.py] => Task 0, Epoch 5/160 (LR 0.09976) => LSC_loss 1.63, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 44.76, Test_acc 41.20
2025-02-17 12:13:23,366 [podnet.py] => Task 0, Epoch 6/160 (LR 0.09965) => LSC_loss 1.54, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 46.82, Test_acc 39.50
2025-02-17 12:13:24,982 [podnet.py] => Task 0, Epoch 7/160 (LR 0.09953) => LSC_loss 1.44, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 52.08, Test_acc 53.20
2025-02-17 12:13:26,673 [podnet.py] => Task 0, Epoch 8/160 (LR 0.09938) => LSC_loss 1.35, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 55.36, Test_acc 38.70
2025-02-17 12:13:28,329 [podnet.py] => Task 0, Epoch 9/160 (LR 0.09922) => LSC_loss 1.29, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 57.46, Test_acc 58.30
2025-02-17 12:13:29,963 [podnet.py] => Task 0, Epoch 10/160 (LR 0.09904) => LSC_loss 1.24, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 59.24, Test_acc 39.30
2025-02-17 12:13:31,605 [podnet.py] => Task 0, Epoch 11/160 (LR 0.09884) => LSC_loss 1.20, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 61.30, Test_acc 59.00
2025-02-17 12:13:33,269 [podnet.py] => Task 0, Epoch 12/160 (LR 0.09862) => LSC_loss 1.18, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 62.94, Test_acc 52.20
2025-02-17 12:13:34,967 [podnet.py] => Task 0, Epoch 13/160 (LR 0.09838) => LSC_loss 1.14, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 65.22, Test_acc 62.50
2025-02-17 12:13:36,637 [podnet.py] => Task 0, Epoch 14/160 (LR 0.09812) => LSC_loss 1.05, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 67.08, Test_acc 54.90
2025-02-17 12:13:38,274 [podnet.py] => Task 0, Epoch 15/160 (LR 0.09785) => LSC_loss 0.98, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 69.10, Test_acc 60.90
2025-02-17 12:13:39,925 [podnet.py] => Task 0, Epoch 16/160 (LR 0.09755) => LSC_loss 0.99, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 69.12, Test_acc 63.80
2025-02-17 12:13:41,508 [podnet.py] => Task 0, Epoch 17/160 (LR 0.09724) => LSC_loss 0.96, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 69.58, Test_acc 67.30
